[2024-01-28 08:31:26,713] INFO: {
[2024-01-28 08:32:14,146] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05993129104375839
[2024-01-28 08:32:16,764] INFO: Iter 1800 Summary: 
[2024-01-28 08:32:16,765] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.059031273126602175
[2024-01-28 08:32:19,531] INFO: Iter 1900 Summary: 
[2024-01-28 08:32:19,531] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.058761792965233324
[2024-01-28 08:32:22,200] INFO: Iter 2000 Summary: 
[2024-01-28 08:32:22,200] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05871153268963099
[2024-01-28 08:32:24,882] INFO: Iter 2100 Summary: 
[2024-01-28 08:32:24,882] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05859907567501068
[2024-01-28 08:32:27,813] INFO: Iter 2200 Summary: 
[2024-01-28 08:32:27,813] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05793188292533159
[2024-01-28 08:32:30,678] INFO: Iter 2300 Summary: 
[2024-01-28 08:32:30,678] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.057343942560255524
[2024-01-28 08:32:33,352] INFO: Iter 2400 Summary: 
[2024-01-28 08:32:33,352] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05751103147864342
[2024-01-28 08:32:36,131] INFO: Iter 2500 Summary: 
[2024-01-28 08:32:36,131] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05713509451597929
[2024-01-28 08:32:38,932] INFO: Iter 2600 Summary: 
[2024-01-28 08:32:38,932] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05705521132797003
