[2024-01-23 07:50:54,936] INFO: {
[2024-01-23 07:51:40,606] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05966938678175211
[2024-01-23 07:51:43,419] INFO: Iter 1800 Summary: 
[2024-01-23 07:51:43,419] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05860090240836144
[2024-01-23 07:51:46,123] INFO: Iter 1900 Summary: 
[2024-01-23 07:51:46,124] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05886689271777868
[2024-01-23 07:51:48,895] INFO: Iter 2000 Summary: 
[2024-01-23 07:51:48,895] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.058561157025396826
[2024-01-23 07:51:51,536] INFO: Iter 2100 Summary: 
[2024-01-23 07:51:51,536] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.058301390409469606
[2024-01-23 07:51:54,192] INFO: Iter 2200 Summary: 
[2024-01-23 07:51:54,192] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05770072065293789
[2024-01-23 07:51:56,939] INFO: Iter 2300 Summary: 
[2024-01-23 07:51:56,940] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05735681269317865
[2024-01-23 07:51:59,514] INFO: Iter 2400 Summary: 
[2024-01-23 07:51:59,514] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.057302918545901776
