[2024-01-22 09:30:05,913] INFO: {
[2024-01-22 09:30:50,705] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05966938678175211
[2024-01-22 09:30:53,341] INFO: Iter 1800 Summary: 
[2024-01-22 09:30:53,341] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05860090240836144
[2024-01-22 09:30:56,060] INFO: Iter 1900 Summary: 
[2024-01-22 09:30:56,060] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05886689271777868
[2024-01-22 09:30:58,630] INFO: Iter 2000 Summary: 
[2024-01-22 09:30:58,631] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.058561157025396826
[2024-01-22 09:31:01,261] INFO: Iter 2100 Summary: 
[2024-01-22 09:31:01,261] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.058301390409469606
[2024-01-22 09:31:03,781] INFO: Iter 2200 Summary: 
[2024-01-22 09:31:03,781] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05770072065293789
[2024-01-22 09:31:06,289] INFO: Iter 2300 Summary: 
[2024-01-22 09:31:06,289] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05735681269317865
[2024-01-22 09:31:08,850] INFO: Iter 2400 Summary: 
[2024-01-22 09:31:08,850] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.057302918545901776
[2024-01-22 09:31:11,337] INFO: Iter 2500 Summary: 
[2024-01-22 09:31:11,337] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05703567836433649
[2024-01-22 09:31:13,995] INFO: Iter 2600 Summary: 
[2024-01-22 09:31:13,995] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05690142896026373
[2024-01-22 09:31:16,587] INFO: Iter 2700 Summary: 
[2024-01-22 09:31:16,587] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.056595995798707006
[2024-01-22 09:31:19,395] INFO: Iter 2800 Summary: 
[2024-01-22 09:31:19,395] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.056499514020979406
[2024-01-22 09:31:21,984] INFO: Iter 2900 Summary: 
[2024-01-22 09:31:21,985] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05616317145526409
[2024-01-22 09:31:24,661] INFO: Iter 3000 Summary: 
[2024-01-22 09:31:24,661] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.055999592058360574
[2024-01-22 09:31:27,051] INFO: Iter 3100 Summary: 
[2024-01-22 09:31:27,051] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.055527230724692345
[2024-01-22 09:31:29,713] INFO: Iter 3200 Summary: 
[2024-01-22 09:31:29,713] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.055334230996668336
[2024-01-22 09:31:32,392] INFO: Iter 3300 Summary: 
[2024-01-22 09:31:32,393] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05524085976183415
[2024-01-22 09:31:34,966] INFO: Iter 3400 Summary: 
[2024-01-22 09:31:34,966] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05536742754280567
[2024-01-22 09:31:37,576] INFO: Iter 3500 Summary: 
[2024-01-22 09:31:37,576] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05535300519317388
[2024-01-22 09:31:40,119] INFO: Iter 3600 Summary: 
[2024-01-22 09:31:40,119] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05545871268957853
[2024-01-22 09:31:42,752] INFO: Iter 3700 Summary: 
[2024-01-22 09:31:42,752] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05522134453058243
[2024-01-22 09:31:45,419] INFO: Iter 3800 Summary: 
[2024-01-22 09:31:45,419] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05495358947664499
[2024-01-22 09:31:47,975] INFO: Iter 3900 Summary: 
[2024-01-22 09:31:47,975] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.054538472704589364
[2024-01-22 09:31:50,634] INFO: Iter 4000 Summary: 
[2024-01-22 09:31:50,634] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05458749920129776
[2024-01-22 09:31:53,316] INFO: Iter 4100 Summary: 
[2024-01-22 09:31:53,316] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.054525446929037574
[2024-01-22 09:31:55,991] INFO: Iter 4200 Summary: 
[2024-01-22 09:31:55,991] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.054882142841815945
[2024-01-22 09:31:58,564] INFO: Iter 4300 Summary: 
[2024-01-22 09:31:58,565] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05440907523036003
[2024-01-22 09:32:01,053] INFO: Iter 4400 Summary: 
[2024-01-22 09:32:01,053] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.054322384409606454
[2024-01-22 09:32:03,634] INFO: Iter 4500 Summary: 
[2024-01-22 09:32:03,634] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05415802184492349
[2024-01-22 09:32:06,272] INFO: Iter 4600 Summary: 
[2024-01-22 09:32:06,272] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05454121269285679
[2024-01-22 09:32:08,936] INFO: Iter 4700 Summary: 
[2024-01-22 09:32:08,936] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05315664891153574
[2024-01-22 09:32:11,444] INFO: Iter 4800 Summary: 
[2024-01-22 09:32:11,444] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05389671057462692
[2024-01-22 09:32:14,047] INFO: Iter 4900 Summary: 
[2024-01-22 09:32:14,047] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05370066542178392
[2024-01-22 09:32:16,858] INFO: Iter 5000 Summary: 
[2024-01-22 09:32:16,858] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.053745503947138784
[2024-01-22 09:32:19,326] INFO: Iter 5100 Summary: 
[2024-01-22 09:32:19,326] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05384746540337801
[2024-01-22 09:32:22,012] INFO: Iter 5200 Summary: 
[2024-01-22 09:32:22,012] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05329228848218918
[2024-01-22 09:32:24,588] INFO: Iter 5300 Summary: 
[2024-01-22 09:32:24,588] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05300307709723711
[2024-01-22 09:32:27,157] INFO: Iter 5400 Summary: 
[2024-01-22 09:32:27,157] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05336924072355032
[2024-01-22 09:32:29,851] INFO: Iter 5500 Summary: 
[2024-01-22 09:32:29,851] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.053297074735164644
[2024-01-22 09:32:32,532] INFO: Iter 5600 Summary: 
[2024-01-22 09:32:32,532] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05319382280111313
[2024-01-22 09:32:35,148] INFO: Iter 5700 Summary: 
[2024-01-22 09:32:35,148] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05272808615118265
[2024-01-22 09:32:37,671] INFO: Iter 5800 Summary: 
[2024-01-22 09:32:37,671] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.052385757565498355
[2024-01-22 09:32:40,453] INFO: Iter 5900 Summary: 
[2024-01-22 09:32:40,453] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.052420998811721804
[2024-01-22 09:32:43,089] INFO: Iter 6000 Summary: 
[2024-01-22 09:32:43,089] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.052416791953146455
[2024-01-22 09:32:45,670] INFO: Iter 6100 Summary: 
[2024-01-22 09:32:45,670] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05249941978603601
[2024-01-22 09:32:48,410] INFO: Iter 6200 Summary: 
[2024-01-22 09:32:48,410] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05203603569418192
[2024-01-22 09:32:51,011] INFO: Iter 6300 Summary: 
[2024-01-22 09:32:51,011] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05256746016442776
[2024-01-22 09:32:53,697] INFO: Iter 6400 Summary: 
[2024-01-22 09:32:53,697] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05181027941405773
[2024-01-22 09:32:56,359] INFO: Iter 6500 Summary: 
[2024-01-22 09:32:56,359] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05222161553800106
[2024-01-22 09:32:59,042] INFO: Iter 6600 Summary: 
[2024-01-22 09:32:59,042] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.051937056481838224
[2024-01-22 09:33:01,798] INFO: Iter 6700 Summary: 
[2024-01-22 09:33:01,798] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05214205823838711
[2024-01-22 09:33:04,269] INFO: Iter 6800 Summary: 
[2024-01-22 09:33:04,269] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05179669953882694
[2024-01-22 09:33:06,918] INFO: Iter 6900 Summary: 
[2024-01-22 09:33:06,918] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05189048957079649
[2024-01-22 09:33:09,641] INFO: Iter 7000 Summary: 
[2024-01-22 09:33:09,641] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05168100520968437
[2024-01-22 09:33:12,228] INFO: Iter 7100 Summary: 
[2024-01-22 09:33:12,228] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.051688286364078524
[2024-01-22 09:33:14,844] INFO: Iter 7200 Summary: 
[2024-01-22 09:33:14,844] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0516482587531209
[2024-01-22 09:33:17,347] INFO: Iter 7300 Summary: 
[2024-01-22 09:33:17,347] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.051294325962662694
[2024-01-22 09:33:20,005] INFO: Iter 7400 Summary: 
[2024-01-22 09:33:20,005] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.051271435990929606
[2024-01-22 09:33:22,693] INFO: Iter 7500 Summary: 
[2024-01-22 09:33:22,693] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05149308450520038
[2024-01-22 09:33:25,305] INFO: Iter 7600 Summary: 
[2024-01-22 09:33:25,306] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.051288662366569045
[2024-01-22 09:33:27,895] INFO: Iter 7700 Summary: 
[2024-01-22 09:33:27,895] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05132615584880114
[2024-01-22 09:33:30,403] INFO: Iter 7800 Summary: 
[2024-01-22 09:33:30,403] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05127264615148306
[2024-01-22 09:33:32,999] INFO: Iter 7900 Summary: 
[2024-01-22 09:33:32,999] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05089722163975239
[2024-01-22 09:33:35,643] INFO: Iter 8000 Summary: 
[2024-01-22 09:33:35,643] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0510490308329463
[2024-01-22 09:33:38,275] INFO: Iter 8100 Summary: 
[2024-01-22 09:33:38,275] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05074500098824501
[2024-01-22 09:33:40,995] INFO: Iter 8200 Summary: 
[2024-01-22 09:33:40,995] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.050944002158939836
[2024-01-22 09:33:43,548] INFO: Iter 8300 Summary: 
[2024-01-22 09:33:43,549] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05073196563869715
[2024-01-22 09:33:46,261] INFO: Iter 8400 Summary: 
[2024-01-22 09:33:46,261] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05042639281600714
[2024-01-22 09:33:48,897] INFO: Iter 8500 Summary: 
[2024-01-22 09:33:48,897] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05078078698366881
[2024-01-22 09:33:51,631] INFO: Iter 8600 Summary: 
[2024-01-22 09:33:51,631] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0506459628790617
[2024-01-22 09:33:54,269] INFO: Iter 8700 Summary: 
[2024-01-22 09:33:54,269] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.050339547209441664
[2024-01-22 09:33:56,958] INFO: Iter 8800 Summary: 
[2024-01-22 09:33:56,959] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05044893391430378
[2024-01-22 09:33:59,625] INFO: Iter 8900 Summary: 
[2024-01-22 09:33:59,625] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.050757073760032655
[2024-01-22 09:34:02,347] INFO: Iter 9000 Summary: 
[2024-01-22 09:34:02,347] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05015923582017422
[2024-01-22 09:34:04,913] INFO: Iter 9100 Summary: 
[2024-01-22 09:34:04,914] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05024785097688436
[2024-01-22 09:34:07,517] INFO: Iter 9200 Summary: 
[2024-01-22 09:34:07,517] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05028524521738291
[2024-01-22 09:34:10,304] INFO: Iter 9300 Summary: 
[2024-01-22 09:34:10,305] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.050132164172828196
[2024-01-22 09:34:12,888] INFO: Iter 9400 Summary: 
[2024-01-22 09:34:12,888] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05003090996295214
[2024-01-22 09:34:15,366] INFO: Iter 9500 Summary: 
[2024-01-22 09:34:15,366] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05031575903296471
[2024-01-22 09:34:17,992] INFO: Iter 9600 Summary: 
[2024-01-22 09:34:17,992] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04984377797693014
[2024-01-22 09:34:20,631] INFO: Iter 9700 Summary: 
[2024-01-22 09:34:20,631] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04972668878734112
[2024-01-22 09:34:23,055] INFO: Iter 9800 Summary: 
[2024-01-22 09:34:23,055] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0502498010918498
[2024-01-22 09:34:25,559] INFO: Iter 9900 Summary: 
[2024-01-22 09:34:25,559] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05023289181292057
[2024-01-22 09:34:28,146] INFO: Iter 10000 Summary: 
[2024-01-22 09:34:28,146] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04940365295857191
[2024-01-22 09:34:30,805] INFO: Iter 10100 Summary: 
[2024-01-22 09:34:30,805] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04971793238073587
[2024-01-22 09:34:33,397] INFO: Iter 10200 Summary: 
[2024-01-22 09:34:33,397] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04958397377282381
[2024-01-22 09:34:36,151] INFO: Iter 10300 Summary: 
[2024-01-22 09:34:36,151] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0499732095003128
[2024-01-22 09:34:38,941] INFO: Iter 10400 Summary: 
[2024-01-22 09:34:38,942] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04935356270521879
[2024-01-22 09:34:41,538] INFO: Iter 10500 Summary: 
[2024-01-22 09:34:41,538] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04962785564363003
[2024-01-22 09:34:44,157] INFO: Iter 10600 Summary: 
[2024-01-22 09:34:44,158] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04960039466619492
[2024-01-22 09:34:46,726] INFO: Iter 10700 Summary: 
[2024-01-22 09:34:46,727] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04932211313396692
[2024-01-22 09:34:49,165] INFO: Iter 10800 Summary: 
[2024-01-22 09:34:49,165] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.049294187650084496
[2024-01-22 09:34:51,901] INFO: Iter 10900 Summary: 
[2024-01-22 09:34:51,901] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.049128708094358445
[2024-01-22 09:34:54,550] INFO: Iter 11000 Summary: 
[2024-01-22 09:34:54,550] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.049283920340240005
[2024-01-22 09:34:57,189] INFO: Iter 11100 Summary: 
[2024-01-22 09:34:57,189] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04923346657305956
[2024-01-22 09:34:59,776] INFO: Iter 11200 Summary: 
[2024-01-22 09:34:59,776] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04909020368009806
[2024-01-22 09:35:02,313] INFO: Iter 11300 Summary: 
[2024-01-22 09:35:02,313] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04895477265119553
[2024-01-22 09:35:04,947] INFO: Iter 11400 Summary: 
[2024-01-22 09:35:04,947] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04870882194489241
[2024-01-22 09:35:07,297] INFO: Iter 11500 Summary: 
[2024-01-22 09:35:07,297] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04893469039350748
[2024-01-22 09:35:09,888] INFO: Iter 11600 Summary: 
[2024-01-22 09:35:09,888] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.049438013471662996
[2024-01-22 09:35:12,509] INFO: Iter 11700 Summary: 
[2024-01-22 09:35:12,509] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04885612174868584
[2024-01-22 09:35:15,023] INFO: Iter 11800 Summary: 
[2024-01-22 09:35:15,023] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04872216165065765
[2024-01-22 09:35:17,536] INFO: Iter 11900 Summary: 
[2024-01-22 09:35:17,536] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04894314873963594
[2024-01-22 09:35:20,109] INFO: Iter 12000 Summary: 
[2024-01-22 09:35:20,109] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.048847691304981705
[2024-01-22 09:35:23,036] INFO: Iter 12100 Summary: 
[2024-01-22 09:35:23,036] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04850454393774271
[2024-01-22 09:35:25,650] INFO: Iter 12200 Summary: 
[2024-01-22 09:35:25,650] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.048578016720712186
[2024-01-22 09:35:28,292] INFO: Iter 12300 Summary: 
[2024-01-22 09:35:28,293] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.049010972380638125
[2024-01-22 09:35:31,021] INFO: Iter 12400 Summary: 
[2024-01-22 09:35:31,021] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04804294139146805
[2024-01-22 09:35:33,744] INFO: Iter 12500 Summary: 
[2024-01-22 09:35:33,744] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.048570802472531795
[2024-01-22 09:35:36,462] INFO: Iter 12600 Summary: 
[2024-01-22 09:35:36,462] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04848194181919098
[2024-01-22 09:35:39,217] INFO: Iter 12700 Summary: 
[2024-01-22 09:35:39,217] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.048214729428291324
[2024-01-22 09:35:41,785] INFO: Iter 12800 Summary: 
[2024-01-22 09:35:41,786] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.048867131061851976
[2024-01-22 09:35:44,424] INFO: Iter 12900 Summary: 
[2024-01-22 09:35:44,424] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04855127729475498
[2024-01-22 09:35:47,068] INFO: Iter 13000 Summary: 
[2024-01-22 09:35:47,069] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.048624868094921114
[2024-01-22 09:35:49,644] INFO: Iter 13100 Summary: 
[2024-01-22 09:35:49,644] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04819885078817606
[2024-01-22 09:35:52,194] INFO: Iter 13200 Summary: 
[2024-01-22 09:35:52,194] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04826186828315258
[2024-01-22 09:35:54,809] INFO: Iter 13300 Summary: 
[2024-01-22 09:35:54,809] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04800314459949732
[2024-01-22 09:35:57,456] INFO: Iter 13400 Summary: 
[2024-01-22 09:35:57,456] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04818452011793852
[2024-01-22 09:36:00,061] INFO: Iter 13500 Summary: 
[2024-01-22 09:36:00,061] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04821053855121136
[2024-01-22 09:36:02,752] INFO: Iter 13600 Summary: 
[2024-01-22 09:36:02,752] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04818660482764244
[2024-01-22 09:36:05,441] INFO: Iter 13700 Summary: 
[2024-01-22 09:36:05,441] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.048280311860144136
[2024-01-22 09:36:07,977] INFO: Iter 13800 Summary: 
[2024-01-22 09:36:07,977] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.048112309873104095
[2024-01-22 09:36:10,494] INFO: Iter 13900 Summary: 
[2024-01-22 09:36:10,494] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04780868019908666
[2024-01-22 09:36:13,144] INFO: Iter 14000 Summary: 
[2024-01-22 09:36:13,144] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04775915287435055
[2024-01-22 09:36:15,747] INFO: Iter 14100 Summary: 
[2024-01-22 09:36:15,747] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.0482143447548151
[2024-01-22 09:36:18,301] INFO: Iter 14200 Summary: 
[2024-01-22 09:36:18,301] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.047946917973458764
[2024-01-22 09:36:21,070] INFO: Iter 14300 Summary: 
[2024-01-22 09:36:21,070] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04755120240151882
[2024-01-22 09:36:23,772] INFO: Iter 14400 Summary: 
[2024-01-22 09:36:23,772] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04762171436101198
[2024-01-22 09:36:26,459] INFO: Iter 14500 Summary: 
[2024-01-22 09:36:26,459] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.048141405694186686
[2024-01-22 09:36:29,175] INFO: Iter 14600 Summary: 
[2024-01-22 09:36:29,176] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04781522188335657
[2024-01-22 09:36:31,819] INFO: Iter 14700 Summary: 
[2024-01-22 09:36:31,819] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.047816805429756644
[2024-01-22 09:36:34,493] INFO: Iter 14800 Summary: 
[2024-01-22 09:36:34,493] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.04786643236875534
