[2024-01-24 07:56:48,773] INFO: {
[2024-01-24 07:57:34,584] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05966938678175211
[2024-01-24 07:57:37,227] INFO: Iter 1800 Summary: 
[2024-01-24 07:57:37,227] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05860090240836144
[2024-01-24 07:57:40,084] INFO: Iter 1900 Summary: 
[2024-01-24 07:57:40,084] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05886689271777868
[2024-01-24 07:57:42,807] INFO: Iter 2000 Summary: 
[2024-01-24 07:57:42,807] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.058561157025396826
[2024-01-24 07:57:45,338] INFO: Iter 2100 Summary: 
[2024-01-24 07:57:45,338] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.058301390409469606
[2024-01-24 07:57:48,122] INFO: Iter 2200 Summary: 
[2024-01-24 07:57:48,122] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05770072065293789
[2024-01-24 07:57:50,885] INFO: Iter 2300 Summary: 
[2024-01-24 07:57:50,885] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05735681269317865
[2024-01-24 07:57:53,520] INFO: Iter 2400 Summary: 
[2024-01-24 07:57:53,520] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.057302918545901776
[2024-01-24 07:57:56,356] INFO: Iter 2500 Summary: 
[2024-01-24 07:57:56,356] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05703567836433649
[2024-01-24 07:57:59,033] INFO: Iter 2600 Summary: 
[2024-01-24 07:57:59,033] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05690142896026373
[2024-01-24 07:58:01,599] INFO: Iter 2700 Summary: 
[2024-01-24 07:58:01,599] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.056595995798707006
[2024-01-24 07:58:04,260] INFO: Iter 2800 Summary: 
[2024-01-24 07:58:04,260] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.056499514020979406
[2024-01-24 07:58:07,037] INFO: Iter 2900 Summary: 
[2024-01-24 07:58:07,037] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05616317145526409
[2024-01-24 07:58:09,792] INFO: Iter 3000 Summary: 
[2024-01-24 07:58:09,792] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.055999592058360574
[2024-01-24 07:58:12,416] INFO: Iter 3100 Summary: 
[2024-01-24 07:58:12,416] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.055527230724692345
[2024-01-24 07:58:15,077] INFO: Iter 3200 Summary: 
[2024-01-24 07:58:15,077] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.055334230996668336
[2024-01-24 07:58:17,854] INFO: Iter 3300 Summary: 
[2024-01-24 07:58:17,854] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05524085976183415
[2024-01-24 07:58:20,426] INFO: Iter 3400 Summary: 
[2024-01-24 07:58:20,426] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05536742754280567
[2024-01-24 07:58:23,254] INFO: Iter 3500 Summary: 
[2024-01-24 07:58:23,254] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05535300519317388
[2024-01-24 07:58:26,096] INFO: Iter 3600 Summary: 
[2024-01-24 07:58:26,096] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05545871268957853
[2024-01-24 07:58:28,853] INFO: Iter 3700 Summary: 
[2024-01-24 07:58:28,853] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05522134453058243
[2024-01-24 07:58:31,577] INFO: Iter 3800 Summary: 
[2024-01-24 07:58:31,577] INFO: 	 lr: 0.00030000000000000073 	 Training loss: 0.05495358947664499
